"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410068","5.3.3.3","54.9","","","","1"
"2022-01","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410069","5.3.3.4","211","","","","0"
"2022-01","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410070","5.3.3.5","184","","","","0"
"2022-01","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410071","5.3.3.6","239","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410072","6.1.1.1","11.5","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410073","6.1.1.2","8.7","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410074","6.1.1.3","15.0","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410075","6.1.1.4","76","E","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410076","6.1.1.5","56","E","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410077","6.1.1.6","96","E","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410078","6.1.2.1","33.4","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410079","6.1.2.2","28.4","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410080","6.1.2.3","38.7","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410081","6.1.2.4","221","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410082","6.1.2.5","188","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410083","6.1.2.6","254","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410084","6.1.3.1","55.1","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410085","6.1.3.2","50.0","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410086","6.1.3.3","60.0","","","","1"
"2022-01","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410087","6.1.3.4","364","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410088","6.1.3.5","332","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410089","6.1.3.6","397","","","","0"
"2022-01","New Brunswick","2016A000213","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410090","6.2.1.1","6.3","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410091","6.2.1.2","3.3","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410092","6.2.1.3","10.6","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410093","6.2.1.4","","F","","","0"
"2022-01","New Brunswick","2016A000213","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410094","6.2.1.5","","F","","","0"
"2022-01","New Brunswick","2016A000213","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410095","6.2.1.6","","F","","","0"
"2022-01","New Brunswick","2016A000213","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410096","6.2.2.1","27.9","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410097","6.2.2.2","20.8","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410098","6.2.2.3","35.9","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410099","6.2.2.4","","F","","","0"
"2022-01","New Brunswick","2016A000213","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410100","6.2.2.5","","F","","","0"
"2022-01","New Brunswick","2016A000213","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410101","6.2.2.6","","F","","","0"
"2022-01","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410102","6.2.3.1","65.9","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410103","6.2.3.2","57.8","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410104","6.2.3.3","73.3","","","","1"
"2022-01","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410105","6.2.3.4","215","","","","0"
"2022-01","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410106","6.2.3.5","191","","","","0"
"2022-01","New Brunswick","2016A000213","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410107","6.2.3.6","240","","","","0"
"2022-01","New Brunswick","2016A000213","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410108","6.3.1.1","16.7","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410109","6.3.1.2","11.9","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410110","6.3.1.3","22.5","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410111","6.3.1.4","","F","","","0"
"2022-01","New Brunswick","2016A000213","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410112","6.3.1.5","","F","","","0"
"2022-01","New Brunswick","2016A000213","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410113","6.3.1.6","","F","","","0"
"2022-01","New Brunswick","2016A000213","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410114","6.3.2.1","38.8","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410115","6.3.2.2","32.2","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410116","6.3.2.3","45.7","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410117","6.3.2.4","130","","","","0"
"2022-01","New Brunswick","2016A000213","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410118","6.3.2.5","108","","","","0"
"2022-01","New Brunswick","2016A000213","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410119","6.3.2.6","152","","","","0"
"2022-01","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410120","6.3.3.1","44.5","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410121","6.3.3.2","38.1","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410122","6.3.3.3","51.2","","","","1"
"2022-01","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410123","6.3.3.4","149","","","","0"
"2022-01","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410124","6.3.3.5","128","","","","0"
"2022-01","New Brunswick","2016A000213","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410125","6.3.3.6","170","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410126","7.1.1.1","14.8","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410127","7.1.1.2","12.8","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410128","7.1.1.3","16.9","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410129","7.1.1.4","1052","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410130","7.1.1.5","910","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410131","7.1.1.6","1195","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410132","7.1.2.1","29.4","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410133","7.1.2.2","27.0","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410134","7.1.2.3","31.9","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410135","7.1.2.4","2091","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410136","7.1.2.5","1919","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410137","7.1.2.6","2263","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410138","7.1.3.1","55.8","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410139","7.1.3.2","53.1","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410140","7.1.3.3","58.6","","","","1"
"2022-01","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410141","7.1.3.4","3975","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410142","7.1.3.5","3783","","","","0"
"2022-01","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410143","7.1.3.6","4168","","","","0"
"2022-01","Quebec","2016A000224","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410144","7.2.1.1","14.6","","","","1"
"2022-01","Quebec","2016A000224","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410145","7.2.1.2","11.7","","","","1"
"2022-01","Quebec","2016A000224","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410146","7.2.1.3","17.8","","","","1"
"2022-01","Quebec","2016A000224","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410147","7.2.1.4","516","E","","","0"
"2022-01","Quebec","2016A000224","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410148","7.2.1.5","412","E","","","0"
"2022-01","Quebec","2016A000224","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410149","7.2.1.6","620","E","","","0"
"2022-01","Quebec","2016A000224","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410150","7.2.2.1","27.0","","","","1"
"2022-01","Quebec","2016A000224","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410151","7.2.2.2","23.6","","","","1"
"2022-01","Quebec","2016A000224","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410152","7.2.2.3","30.6","","","","1"
"2022-01","Quebec","2016A000224","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410153","7.2.2.4","956","","","","0"
"2022-01","Quebec","2016A000224","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410154","7.2.2.5","833","","","","0"
"2022-01","Quebec","2016A000224","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410155","7.2.2.6","1079","","","","0"
"2022-01","Quebec","2016A000224","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410156","7.2.3.1","58.5","","","","1"
"2022-01","Quebec","2016A000224","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410157","7.2.3.2","54.3","","","","1"
"2022-01","Quebec","2016A000224","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410158","7.2.3.3","62.5","","","","1"
"2022-01","Quebec","2016A000224","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410159","7.2.3.4","2071","","","","0"
"2022-01","Quebec","2016A000224","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410160","7.2.3.5","1927","","","","0"
"2022-01","Quebec","2016A000224","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410161","7.2.3.6","2215","","","","0"
"2022-01","Quebec","2016A000224","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410162","7.3.1.1","15.0","","","","1"
"2022-01","Quebec","2016A000224","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410163","7.3.1.2","12.5","","","","1"
"2022-01","Quebec","2016A000224","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410164","7.3.1.3","17.8","","","","1"
"2022-01","Quebec","2016A000224","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410165","7.3.1.4","537","","","","0"
"2022-01","Quebec","2016A000224","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410166","7.3.1.5","442","","","","0"
"2022-01","Quebec","2016A000224","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410167","7.3.1.6","631","","","","0"
"2022-01","Quebec","2016A000224","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410168","7.3.2.1","31.7","","","","1"
"2022-01","Quebec","2016A000224","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410169","7.3.2.2","28.3","","","","1"
"2022-01","Quebec","2016A000224","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410170","7.3.2.3","35.3","","","","1"
"2022-01","Quebec","2016A000224","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410171","7.3.2.4","1135","","","","0"
"2022-01","Quebec","2016A000224","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410172","7.3.2.5","1011","","","","0"
"2022-01","Quebec","2016A000224","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410173","7.3.2.6","1259","","","","0"
"2022-01","Quebec","2016A000224","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410174","7.3.3.1","53.3","","","","1"
"2022-01","Quebec","2016A000224","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410175","7.3.3.2","49.5","","","","1"
"2022-01","Quebec","2016A000224","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410176","7.3.3.3","57.0","","","","1"
"2022-01","Quebec","2016A000224","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410177","7.3.3.4","1905","","","","0"
"2022-01","Quebec","2016A000224","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410178","7.3.3.5","1773","","","","0"
"2022-01","Quebec","2016A000224","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410179","7.3.3.6","2037","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410180","8.1.1.1","15.0","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410181","8.1.1.2","13.2","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410182","8.1.1.3","16.9","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410183","8.1.1.4","1858","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410184","8.1.1.5","1633","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410185","8.1.1.6","2083","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410186","8.1.2.1","33.8","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410187","8.1.2.2","31.6","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410188","8.1.2.3","36.1","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410189","8.1.2.4","4205","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410190","8.1.2.5","3925","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410191","8.1.2.6","4486","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410192","8.1.3.1","51.2","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410193","8.1.3.2","48.9","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410194","8.1.3.3","53.5","","","","1"
"2022-01","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410195","8.1.3.4","6365","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410196","8.1.3.5","6080","","","","0"
"2022-01","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410197","8.1.3.6","6650","","","","0"
"2022-01","Ontario","2016A000235","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410198","8.2.1.1","12.6","","","","1"
"2022-01","Ontario","2016A000235","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410199","8.2.1.2","10.2","","","","1"
"2022-01","Ontario","2016A000235","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410200","8.2.1.3","15.4","","","","1"
"2022-01","Ontario","2016A000235","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410201","8.2.1.4","776","","","","0"
"2022-01","Ontario","2016A000235","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410202","8.2.1.5","618","","","","0"
"2022-01","Ontario","2016A000235","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410203","8.2.1.6","933","","","","0"
"2022-01","Ontario","2016A000235","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410204","8.2.2.1","30.6","","","","1"
"2022-01","Ontario","2016A000235","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410205","8.2.2.2","27.4","","","","1"
"2022-01","Ontario","2016A000235","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410206","8.2.2.3","33.9","","","","1"
"2022-01","Ontario","2016A000235","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410207","8.2.2.4","1876","","","","0"
"2022-01","Ontario","2016A000235","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410208","8.2.2.5","1679","","","","0"
"2022-01","Ontario","2016A000235","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410209","8.2.2.6","2073","","","","0"
"2022-01","Ontario","2016A000235","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410210","8.2.3.1","56.8","","","","1"
"2022-01","Ontario","2016A000235","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410211","8.2.3.2","53.2","","","","1"
"2022-01","Ontario","2016A000235","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410212","8.2.3.3","60.3","","","","1"
"2022-01","Ontario","2016A000235","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410213","8.2.3.4","3484","","","","0"
"2022-01","Ontario","2016A000235","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410214","8.2.3.5","3271","","","","0"
"2022-01","Ontario","2016A000235","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410215","8.2.3.6","3697","","","","0"
"2022-01","Ontario","2016A000235","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410216","8.3.1.1","17.2","","","","1"
"2022-01","Ontario","2016A000235","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410217","8.3.1.2","14.7","","","","1"
"2022-01","Ontario","2016A000235","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410218","8.3.1.3","20.0","","","","1"
"2022-01","Ontario","2016A000235","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410219","8.3.1.4","1083","","","","0"
"2022-01","Ontario","2016A000235","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410220","8.3.1.5","919","","","","0"
"2022-01","Ontario","2016A000235","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410221","8.3.1.6","1246","","","","0"
"2022-01","Ontario","2016A000235","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410222","8.3.2.1","37.0","","","","1"
"2022-01","Ontario","2016A000235","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410223","8.3.2.2","33.8","","","","1"
"2022-01","Ontario","2016A000235","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410224","8.3.2.3","40.3","","","","1"
"2022-01","Ontario","2016A000235","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410225","8.3.2.4","2329","","","","0"
"2022-01","Ontario","2016A000235","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410226","8.3.2.5","2129","","","","0"
"2022-01","Ontario","2016A000235","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410227","8.3.2.6","2530","","","","0"
"2022-01","Ontario","2016A000235","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410228","8.3.3.1","45.8","","","","1"
"2022-01","Ontario","2016A000235","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410229","8.3.3.2","42.6","","","","1"
"2022-01","Ontario","2016A000235","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410230","8.3.3.3","48.9","","","","1"
"2022-01","Ontario","2016A000235","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410231","8.3.3.4","2881","","","","0"
"2022-01","Ontario","2016A000235","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410232","8.3.3.5","2685","","","","0"
"2022-01","Ontario","2016A000235","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410233","8.3.3.6","3077","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410234","9.1.1.1","13.0","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410235","9.1.1.2","11.0","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410236","9.1.1.3","15.2","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410237","9.1.1.4","719","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410238","9.1.1.5","604","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410239","9.1.1.6","834","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410240","9.1.2.1","34.6","","","","1"
